u,y_obj_median_px,sigma_obj_px,valid_fraction,obj_valid,delta_valid,y_ref_smooth_px,delta_y_px,roi_id,height_mm,sensitivity_px_per_mm,in_selected_roi,in_auto_stable_roi,in_analysis_roi
33,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
34,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
35,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
36,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
37,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
38,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
39,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
40,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
41,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
42,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
43,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
44,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
45,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
46,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
47,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
48,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
49,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
50,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
51,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
52,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
53,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
54,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
55,1902.0447619911283,0.017267923781288375,1.0,true,false,NaN,NaN,,,NaN,false,false,false
56,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
57,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
58,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
59,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
60,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
61,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
62,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
63,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
64,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
65,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
66,1901.8573332875967,0.013361185541164005,0.6,false,false,NaN,NaN,,,NaN,false,false,false
67,1901.8429941236973,0.011460089203775219,1.0,true,false,NaN,NaN,,,NaN,false,false,false
68,1901.6922130435705,0.011908922519652374,1.0,true,false,NaN,NaN,,,NaN,false,false,false
69,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
70,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
71,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
72,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
73,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
74,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
75,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
76,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
77,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
78,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
79,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
80,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
81,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
82,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
83,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
84,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
85,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
86,1901.1976769268513,0.01625216739688021,1.0,true,false,NaN,NaN,,,NaN,false,false,false
87,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
88,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
89,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
90,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
91,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
92,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
93,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
94,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
95,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
96,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
97,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
98,1901.0825088396668,0.015937564176962616,1.0,true,false,NaN,NaN,,,NaN,false,false,false
99,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
100,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
101,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
102,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
103,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
104,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
105,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
106,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
107,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
108,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
109,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
110,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
111,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
112,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
113,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
114,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
115,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
116,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
117,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
118,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
119,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
120,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
121,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
122,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
123,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
124,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
125,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
126,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
127,1900.275256127119,0.007550416936939579,0.12,false,false,NaN,NaN,,,NaN,false,false,false
128,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
129,1900.0853570625186,0.01180721019768627,0.06,false,false,NaN,NaN,,,NaN,false,false,false
130,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
131,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
132,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
133,1900.0443089921027,0.01349274291702973,1.0,true,false,NaN,NaN,,,NaN,false,false,false
134,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
135,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
136,1900.012725520879,0.014330149513647238,0.98,true,false,NaN,NaN,,,NaN,false,false,false
137,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
138,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
139,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
140,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
141,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
142,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
143,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
144,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
145,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
146,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
147,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
148,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
149,1899.7624708116055,0.012685257793489899,0.66,false,false,NaN,NaN,,,NaN,false,false,false
150,1899.7345184236765,0.013102343503372374,1.0,true,false,NaN,NaN,,,NaN,false,false,false
151,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
152,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
153,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
154,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
155,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
156,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
157,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
158,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
159,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
160,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
161,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
162,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
163,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
164,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
165,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
166,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
167,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
168,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
169,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
170,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
171,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
172,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
173,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
174,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
175,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
176,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
177,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
178,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
179,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
180,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
181,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
182,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
183,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
184,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
185,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
186,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
187,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
188,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
189,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
190,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
191,1898.7888454049826,0.012736202281541896,1.0,true,false,NaN,NaN,,,NaN,false,false,false
192,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
193,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
194,1898.474638402462,0.014444657187046257,1.0,true,false,NaN,NaN,,,NaN,false,false,false
195,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
196,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
197,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
198,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
199,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
200,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
201,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
202,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
203,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
204,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
205,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
206,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
207,1898.4886289536953,0.013739999352079984,1.0,true,false,NaN,NaN,,,NaN,false,false,false
208,1898.489385932684,0.011556581567990122,0.04,false,false,NaN,NaN,,,NaN,false,false,false
209,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
210,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
211,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
212,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
213,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
214,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
215,1898.2681178748608,0.011109386691348228,1.0,true,false,NaN,NaN,,,NaN,false,false,false
216,1898.3984673321247,0.011670788436129698,1.0,true,false,NaN,NaN,,,NaN,false,false,false
217,1898.4765428900719,0.012694947743354688,1.0,true,false,NaN,NaN,,,NaN,false,false,false
218,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
219,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
220,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
221,1898.1388074830174,0.010675361545692374,1.0,true,false,NaN,NaN,,,NaN,false,false,false
222,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
223,1898.0609432402998,0.010174039920420973,1.0,true,false,NaN,NaN,,,NaN,false,false,false
224,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
225,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
226,1897.9824566934258,0.014800901845396435,1.0,true,false,NaN,NaN,,,NaN,false,false,false
227,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
228,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
229,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
230,1897.9783398276195,0.012045700788254541,1.0,true,false,NaN,NaN,,,NaN,false,false,false
231,1897.9775646757334,0.01173878442830808,1.0,true,false,NaN,NaN,,,NaN,false,false,false
232,1897.9155796803534,0.01153916173250388,1.0,true,false,NaN,NaN,,,NaN,false,false,false
233,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
234,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
235,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
236,1897.654101073742,0.012869857445374167,0.98,true,false,NaN,NaN,,,NaN,false,false,false
237,1897.6468931436539,0.012762809604400537,0.64,false,false,NaN,NaN,,,NaN,false,false,false
238,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
239,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
240,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
241,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
242,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
243,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
244,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
245,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
246,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
247,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
248,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
249,1897.6532294154167,0.013902743605480722,0.56,false,false,NaN,NaN,,,NaN,false,false,false
250,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
251,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
252,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
253,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
254,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
255,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
256,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
257,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
258,1897.2557339966297,0.012374780920288344,1.0,true,false,NaN,NaN,,,NaN,false,false,false
259,1897.1949844658375,0.012322010637939654,1.0,true,false,NaN,NaN,,,NaN,false,false,false
260,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
261,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
262,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
263,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
264,1897.123130723834,0.011856862792445588,0.82,true,false,NaN,NaN,,,NaN,false,false,false
265,1897.0572688803077,0.011903969516949803,1.0,true,false,NaN,NaN,,,NaN,false,false,false
266,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
267,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
268,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
269,1896.9954833546653,0.01639869029987541,0.14,false,false,NaN,NaN,,,NaN,false,false,false
270,1896.8906053490937,0.01304135193774804,1.0,true,false,NaN,NaN,,,NaN,false,false,false
271,1896.7964539080858,0.01350387830352184,1.0,true,false,NaN,NaN,,,NaN,false,false,false
272,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
273,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
274,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
275,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
276,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
277,1896.8462464660406,0.011348747366435439,1.0,true,false,NaN,NaN,,,NaN,false,false,false
278,1896.8684109821916,0.011051670938973726,1.0,true,false,NaN,NaN,,,NaN,false,false,false
279,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
280,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
281,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
282,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
283,1896.8820094317198,0.012444945131291787,1.0,true,false,NaN,NaN,,,NaN,false,false,false
284,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
285,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
286,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
287,1896.5682149976492,0.014278527842572747,1.0,true,false,NaN,NaN,,,NaN,false,false,false
288,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
289,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
290,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
291,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
292,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
293,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
294,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
295,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
296,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
297,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
298,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
299,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
300,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
301,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
302,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
303,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
304,1896.097316302359,0.01588873209645221,0.26,false,false,NaN,NaN,,,NaN,false,false,false
305,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
306,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
307,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
308,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
309,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
310,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
311,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
312,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
313,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
314,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
315,1895.87311578542,0.011143882240122542,1.0,true,false,NaN,NaN,,,NaN,false,false,false
316,1895.8240855708718,0.011123681229724706,1.0,true,false,NaN,NaN,,,NaN,false,false,false
317,1895.787578187883,0.013387850323688825,1.0,true,false,NaN,NaN,,,NaN,false,false,false
318,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
319,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
320,1895.694512501359,0.015683458019950233,1.0,true,false,NaN,NaN,,,NaN,false,false,false
321,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
322,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
323,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
324,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
325,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
326,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
327,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
328,1895.551276743412,0.012157498224338264,0.1,false,false,NaN,NaN,,,NaN,false,false,false
329,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
330,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
331,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
332,1895.4998937547207,0.012615869667868047,1.0,true,false,NaN,NaN,,,NaN,false,false,false
333,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
334,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
335,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
336,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
337,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
338,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
339,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
340,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
341,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
342,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
343,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
344,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
345,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
346,1895.2830518186092,0.010717429010022646,1.0,true,false,NaN,NaN,,,NaN,false,false,false
347,NaN,NaN,0.0,false,false,NaN,NaN,,,NaN,false,false,false
