frame_i,frame_j,common_sample_count,correlation_coefficient
007,013,417,0.8804213966390422
007,014,417,0.8803197115458302
007,015,1435,0.5046996404273671
007,016,635,0.8383658706480439
007,017,835,0.7395967561072999
007,018,480,0.7273737799663481
007,019,909,0.8366593468377603
007,020,886,0.8234066558522036
007,021,628,0.8254735335220528
007,022,427,0.43996410321346224
007,023,307,0.5522527010780051
007,024,765,0.5851436797932187
007,025,708,0.40835881567298643
007,026,895,0.5610218053086096
007,027,498,0.7591327539932525
007,028,448,-0.49525621700490935
007,029,704,0.5185110084411452
007,030,947,0.792989656142273
007,031,608,0.4479394721977076
008,001,338,-0.4445092539065886
008,002,407,0.41249912543648576
008,003,225,-0.6285638315125979
008,004,564,0.03268018550171783
008,005,734,0.4638292658300056
008,006,695,-0.029301130680763728
008,007,714,0.4098318768363566
008,008,1158,1.0
008,009,369,0.679174903399509
008,010,50,0.7157657664449523
008,011,408,0.5260883550562959
008,012,439,0.04678566819790121
008,013,437,0.054551284741605977
008,014,439,0.057692799764962145
008,015,1068,0.125139575845468
008,016,516,0.2236760927908695
008,017,607,0.061842171447412726
008,018,310,0.5296336540425626
008,019,537,0.2655975441716718
008,020,570,0.17288010163620862
008,021,624,0.5914901833379653
008,022,600,0.597086060811535
008,023,377,0.5871937071156599
008,024,618,0.6568936155993087
008,025,476,0.18322450601942078
008,026,814,0.6610284984253759
008,027,177,-0.11079101246514061
008,028,137,-0.49931097453605255
008,029,693,0.5469999601944916
008,030,673,0.6376261291664421
008,031,638,0.47196184556950044
009,001,178,-0.7062473852757275
009,002,60,0.5618733023284488
009,003,165,-0.636913885126213
009,004,452,0.36562574377440527
009,005,584,0.5183730117590554
009,006,525,-0.009186343394403095
009,007,452,0.48918918441490256
009,008,369,0.679174903399509
009,009,885,1.0
009,010,481,0.5403539784973868
009,011,403,0.5936391555606688
009,012,472,0.22825578471520924
009,013,472,0.2551413918851212
009,014,471,0.2629564602752259
009,015,755,-0.07635120193499077
009,016,225,0.26972712070320876
009,017,290,-0.20839762443596488
009,018,32,-0.16737526235877317
009,019,247,0.40210284163882526
009,020,401,0.17039299722008114
009,021,547,0.679606986771235
009,022,501,0.4644614447145808
009,023,522,0.4671793020150375
009,024,683,0.6983190179936444
009,025,435,0.42031428320255815
009,026,418,0.4668487149752897
009,027,247,0.635000431915519
009,028,469,0.23745958495888228
009,029,358,0.5553417957788016
009,030,434,0.383687772170861
009,031,541,0.390770771318783
010,001,266,-0.604857474886341
010,002,99,0.5813203406411549
010,003,252,-0.8921945119170485
010,004,500,0.7823695001369692
010,005,494,0.6806339473135105
010,006,406,0.357382367820351
010,007,407,0.6392411403005781
010,008,50,0.7157657664449523
010,009,481,0.5403539784973868
010,010,910,0.9999999999999998
010,011,661,0.8640741917497904
010,012,559,0.5392929919929169
010,013,559,0.592885387165429
010,014,558,0.6066896826555371
010,015,767,0.284075404206633
010,016,386,0.4073435184374919
010,017,405,0.31830065886215947
010,018,165,0.4432903386535621
010,019,320,0.816461610309689
010,020,310,0.2524446462524216
010,021,466,0.7339916985872612
010,022,326,0.48532926285610983
010,023,381,0.6834375455774809
010,024,504,0.6490952462716714
010,025,459,0.6108446165469639
010,026,354,0.7345217537255905
010,027,360,0.834974987579588
010,028,709,-0.0807398558785248
010,029,488,0.7992758869439924
010,030,341,0.5897693766643285
010,031,506,0.6650110132298791
011,001,401,-0.6346811909212041
011,002,251,0.585587496287025
011,003,285,-0.8284961821275582
011,004,662,0.6214879556593345
011,005,773,0.4485244920834931
011,006,630,-0.11776160007181243
011,007,538,0.540646024261181
011,008,408,0.526088355056296
011,009,403,0.5936391555606687
011,010,661,0.8640741917497904
011,011,1163,0.9999999999999998
011,012,770,0.2647099701604305
011,013,770,0.2725585188599463
011,014,770,0.28710574735845756
011,015,1070,0.16041192930797832
011,016,588,0.4675001748281515
011,017,604,0.31714888378688566
011,018,402,0.4765367713580103
011,019,573,0.3796603702635832
011,020,305,0.47099099472698974
011,021,674,0.7799749955453771
011,022,311,0.44667978045114526
011,023,391,0.6353279633264881
011,024,634,0.7040606743968193
011,025,516,0.4869395711774449
011,026,457,0.7470017637388023
011,027,421,0.8234638990564918
011,028,475,0.06904231117506063
011,029,688,0.7628076703909038
011,030,391,0.4645453519586333
011,031,579,0.5346230393289529
012,001,796,0.6283461944301251
012,002,52,0.772167967972604
012,003,647,0.8184901555440982
012,004,705,0.5589086259976239
012,005,984,0.15276009195205198
012,006,1206,0.8470290595605324
012,007,420,0.8665186033680248
012,008,439,0.04678566819790122
012,009,472,0.22825578471520924
012,010,559,0.5392929919929169
012,011,770,0.2647099701604305
012,012,1576,0.9999999999999998
012,013,1572,0.9984638519185068
012,014,1572,0.9978325894081596
012,015,1445,0.31018921043234
012,016,800,0.725268611098477
012,017,603,0.5484526475676922
012,018,524,0.813097505106009
012,019,856,0.8276616954249774
012,020,749,0.754470111164821
012,021,779,-0.0692657187490701
012,022,525,0.1669783284526937
012,023,434,-0.16111931080617392
012,024,752,-0.06631218383557698
012,025,504,0.5612707407286158
012,026,403,-0.18985025633098693
012,027,748,0.7418583764142145
012,028,405,-0.3639773038218525
012,029,868,0.27109852126670364
012,030,798,0.7101947041204687
012,031,714,0.3678726160147669
013,001,795,0.6277976758327618
013,002,50,0.7841380057758522
013,003,647,0.8161995018272441
013,004,704,0.5705774385716985
013,005,983,0.15310133099386367
013,006,1204,0.8506231382129275
013,007,417,0.8804213966390421
013,008,437,0.054551284741605977
013,009,472,0.2551413918851212
013,010,559,0.592885387165429
013,011,770,0.2725585188599463
013,012,1572,0.9984638519185068
013,013,1573,1.0
013,014,1570,0.999050007776183
013,015,1443,0.320490241018532
013,016,798,0.7244452330560804
013,017,602,0.559197347514141
013,018,522,0.8168190416336994
013,019,854,0.8343881161910262
013,020,746,0.7574215783737568
013,021,777,-0.07109082329279431
013,022,523,0.20730564091593795
013,023,435,-0.1100927376529857
013,024,751,-0.05804058814177025
013,025,504,0.5801641345391849
013,026,401,-0.1891374199074292
013,027,748,0.7505805059774648
013,028,405,-0.3730629827780627
013,029,866,0.2748513682471803
013,030,794,0.7244717992688423
013,031,711,0.39743071438351757
014,001,795,0.6231842977280764
014,002,52,0.7810237306837328
014,003,647,0.812270515088721
014,004,704,0.56963658024907
014,005,983,0.15281648784926075
014,006,1204,0.8504643859313649
014,007,417,0.8803197115458302
014,008,439,0.05769279976496213
014,009,471,0.26295646027522585
014,010,558,0.6066896826555371
014,011,770,0.28710574735845756
014,012,1572,0.9978325894081594
014,013,1570,0.9990500077761831
014,014,1573,1.0
014,015,1443,0.32411739388116534
014,016,799,0.7220673655617798
014,017,602,0.5701821180774996
014,018,522,0.817933637977143
014,019,854,0.8351949052785724
014,020,747,0.7576086513750226
014,021,779,-0.06403805410028089
014,022,523,0.21508063400439392
014,023,434,-0.09676863998907283
014,024,752,-0.05295818219962223
014,025,502,0.5856070430085615
014,026,403,-0.18412165314522222
014,027,748,0.7567252646169597
014,028,404,-0.359865792910792
014,029,867,0.28049113966647843
014,030,795,0.7279670510576296
014,031,712,0.408237599942358
015,001,1051,0.46581605082099753
015,002,852,0.9020467884909746
015,003,1048,0.5388666749320316
015,004,1112,0.17145900333372613
015,005,1477,0.1616500839003319
015,006,1383,0.3214358058367824
015,007,1435,0.5046996404273671
015,008,1068,0.125139575845468
015,009,755,-0.07635120193499077
015,010,767,0.284075404206633
015,011,1070,0.16041192930797835
015,012,1445,0.31018921043234
015,013,1443,0.320490241018532
015,014,1443,0.32411739388116534
015,015,2746,1.0
015,016,1127,0.43819574490963054
015,017,1327,0.7650294804019698
015,018,851,0.7864634730815581
015,019,1643,0.8844220863466088
015,020,1444,0.7590951625157069
015,021,1214,0.13758050233224178
015,022,861,-0.02303618457081779
015,023,708,0.1568340696586122
015,024,1212,0.08250831874694384
015,025,1149,0.6395173249137531
015,026,1334,0.3940224779974781
015,027,1177,0.8324648772405886
015,028,667,0.03218227139991248
015,029,1384,0.15816930645226054
015,030,1386,0.36007944106758355
015,031,1147,-0.015516358714118855
016,001,503,0.5115155019434338
016,002,295,0.8596959036316233
016,003,412,0.36895488272357313
016,004,723,0.5640594594803685
016,005,515,0.014783774153877738
016,006,774,0.6984118571669068
016,007,635,0.8383658706480439
016,008,516,0.2236760927908695
016,009,225,0.2697271207032087
016,010,386,0.40734351843749195
016,011,588,0.4675001748281515
016,012,800,0.725268611098477
016,013,798,0.7244452330560803
016,014,799,0.7220673655617796
016,015,1127,0.43819574490963054
016,016,1245,1.0
016,017,605,0.7263221471830403
016,018,383,0.7299203852670555
016,019,536,0.8330289869430463
016,020,666,0.8412750702114639
016,021,501,0.3699166403731697
016,022,392,-0.07024829507769033
016,023,163,0.23724980808417678
016,024,321,0.29111223820163046
016,025,420,0.4965871645081879
016,026,619,0.3131894052518528
016,027,524,0.8018040730776365
016,028,274,0.06616669358370628
016,029,884,0.29826087366134524
016,030,657,0.5759098065354219
016,031,542,0.09260611596242509
017,001,601,0.3585832766987573
017,002,489,0.8546967599776752
017,003,470,0.3057657799317112
017,004,687,0.5883851926846543
017,005,757,0.3945900841562984
017,006,630,0.6757668074569665
017,007,835,0.7395967561072998
017,008,607,0.06184217144741272
017,009,290,-0.20839762443596488
017,010,405,0.31830065886215947
017,011,604,0.3171488837868857
017,012,603,0.5484526475676922
017,013,602,0.5591973475141411
017,014,602,0.5701821180774997
017,015,1327,0.7650294804019698
017,016,605,0.7263221471830404
017,017,1384,1.0
017,018,440,0.6906209171939792
017,019,856,0.8554154971444405
017,020,841,0.751057429430485
017,021,531,0.4639782630488443
017,022,440,0.08220442045442423
017,023,266,-0.0636840878152732
017,024,672,0.24682229410116127
017,025,758,0.6477132663414371
017,026,752,0.4188068416999233
017,027,467,0.802267302315304
017,028,383,0.18012206478673387
017,029,857,0.41159453612618346
017,030,818,0.7002269872425352
017,031,482,-0.01368466650156946
018,001,564,0.8274560430986277
018,002,360,0.7966744470237513
018,003,425,0.7070522285429649
018,004,279,0.6302314175458251
018,005,548,0.5062754182726421
018,006,604,0.8499665552485139
018,007,480,0.7273737799663481
018,008,310,0.5296336540425626
018,009,32,-0.16737526235877317
018,010,165,0.4432903386535621
018,011,402,0.4765367713580103
018,012,524,0.8130975051060091
018,013,522,0.8168190416336994
018,014,522,0.817933637977143
018,015,851,0.7864634730815581
018,016,383,0.7299203852670555
018,017,440,0.6906209171939792
018,018,887,1.0
018,019,763,0.7781966111865544
018,020,435,0.6054711416830695
018,021,422,0.4942854354961997
018,022,185,0.2673846554230215
018,023,70,-0.26604546267987095
018,024,281,0.34384776947610923
018,025,316,0.4182316486276231
018,026,417,0.6279240199937858
018,027,399,0.7003085471514957
018,028,0,nan
018,029,522,0.4290979442353384
018,030,435,0.42538826218163794
018,031,388,0.5032242094456015
019,001,958,0.5561471834634946
019,002,808,0.9044396830088037
019,003,1000,0.5399342790582647
019,004,702,0.49349181575372947
019,005,839,0.35621556884362304
019,006,762,0.7734390252266247
019,007,909,0.8366593468377602
019,008,537,0.2655975441716718
019,009,247,0.40210284163882526
019,010,320,0.8164616103096891
019,011,573,0.3796603702635831
019,012,856,0.8276616954249773
019,013,854,0.8343881161910263
019,014,854,0.8351949052785724
019,015,1643,0.8844220863466087
019,016,536,0.8330289869430463
019,017,856,0.8554154971444404
019,018,763,0.7781966111865544
019,019,1704,1.0
019,020,941,0.7955297706537147
019,021,715,0.3342850681230585
019,022,371,0.4153384504333407
019,023,224,0.2831038399286419
019,024,754,0.23474328600912678
019,025,714,0.6654201115269449
019,026,670,0.4741679561154879
019,027,979,0.8625979582634953
019,028,263,0.0548361479142528
019,029,807,0.33228153787933634
019,030,786,0.6579381597844097
019,031,527,0.46179944963563635
020,001,590,0.8580973217083602
020,002,521,0.8344751321992475
020,003,727,0.7163033190884778
020,004,744,0.23706676610105412
020,005,748,0.260504745516335
020,006,741,0.7325141258707295
020,007,886,0.8234066558522037
020,008,570,0.1728801016362086
020,009,401,0.17039299722008114
020,010,310,0.2524446462524216
020,011,305,0.47099099472698974
020,012,749,0.754470111164821
020,013,746,0.7574215783737568
020,014,747,0.7576086513750226
020,015,1444,0.759095162515707
020,016,666,0.841275070211464
020,017,841,0.751057429430485
020,018,435,0.6054711416830696
020,019,941,0.7955297706537147
020,020,1495,1.0
020,021,595,0.27696405190120327
020,022,624,0.2906222841059091
020,023,308,0.02314250118006845
020,024,639,0.48224577283602604
020,025,678,0.6304730411846713
020,026,778,0.3167867317452601
020,027,733,0.7925694974733016
020,028,268,-0.18801427783032776
020,029,727,0.30395258406192893
020,030,1097,0.7700936261205877
020,031,705,0.16014713288496318
021,001,353,-0.577235977213782
021,002,411,0.8598752954031298
021,003,311,0.1990158957804395
021,004,594,0.5359128113592032
021,005,1001,0.5481688530443728
021,006,880,-0.028411348522660182
021,007,628,0.8254735335220528
021,008,624,0.5914901833379652
021,009,547,0.679606986771235
021,010,466,0.7339916985872612
021,011,674,0.7799749955453772
021,012,779,-0.06926571874907009
021,013,777,-0.07109082329279433
021,014,779,-0.06403805410028089
021,015,1214,0.13758050233224178
021,016,501,0.3699166403731696
021,017,531,0.46397826304884426
021,018,422,0.49428543549619963
021,019,715,0.3342850681230585
021,020,595,0.27696405190120327
021,021,1386,1.0
021,022,498,0.47048475133995504
021,023,371,0.6239058413957838
021,024,949,0.6494078765324429
021,025,255,0.23476039042211663
021,026,748,0.6454859728249865
021,027,461,0.055147250914388116
021,028,410,0.10235350762941559
021,029,914,0.7289448445662233
021,030,638,0.36862868937551363
021,031,686,0.6089107690840304
022,001,299,-0.4497539132452102
022,002,171,0.5695253084693938
022,003,368,-0.6110359327013286
022,004,498,0.2961896298427461
022,005,613,0.4109880448719592
022,006,681,0.18347735041428395
022,007,427,0.4399641032134623
022,008,600,0.597086060811535
022,009,501,0.46446144471458073
022,010,326,0.48532926285610983
022,011,311,0.44667978045114526
022,012,525,0.16697832845269373
022,013,523,0.20730564091593795
022,014,523,0.2150806340043939
022,015,861,-0.023036184570817794
022,016,392,-0.07024829507769033
022,017,440,0.08220442045442422
022,018,185,0.2673846554230215
022,019,371,0.4153384504333407
022,020,624,0.29062228410590907
022,021,498,0.47048475133995504
022,022,1001,1.0
022,023,446,0.40662198458622295
022,024,536,0.45604946299744553
022,025,393,0.3068983159422453
022,026,461,0.49258438883177164
022,027,390,0.599018140994286
022,028,190,-0.22161164027159255
022,029,471,0.4405158003939418
022,030,787,0.44481104392580834
022,031,664,0.5047919694497872
023,001,188,-0.12603337139048626
023,002,46,-0.012199611436456577
023,003,188,-0.15597078265596176
023,004,212,0.20188081071573954
023,005,505,0.5607346941025919
023,006,476,0.13851564540397304
023,007,307,0.5522527010780052
023,008,377,0.5871937071156599
023,009,522,0.46717930201503755
023,010,381,0.6834375455774809
023,011,391,0.6353279633264881
023,012,434,-0.16111931080617392
023,013,435,-0.1100927376529857
023,014,434,-0.09676863998907284
023,015,708,0.15683406965861219
023,016,163,0.23724980808417678
023,017,266,-0.0636840878152732
023,018,70,-0.26604546267987095
023,019,224,0.2831038399286419
023,020,308,0.023142501180068446
023,021,371,0.6239058413957838
023,022,446,0.40662198458622295
023,023,763,1.0
023,024,554,0.7219092410411377
023,025,438,0.4916441688427143
023,026,323,0.5290815697188368
023,027,200,0.6281097886963628
023,028,319,0.3083283398477307
023,029,230,0.11106760739406928
023,030,366,0.537272362505515
023,031,391,0.22807538482146456
024,001,465,-0.1546738127467867
024,002,383,0.4843008695543024
024,003,478,-0.1861055093040518
024,004,570,0.5368074970948395
024,005,1104,0.5402305598615905
024,006,789,-0.12636024081608555
024,007,765,0.5851436797932187
024,008,618,0.6568936155993087
024,009,683,0.6983190179936445
024,010,504,0.6490952462716714
024,011,634,0.7040606743968193
024,012,752,-0.06631218383557698
024,013,751,-0.05804058814177025
024,014,752,-0.05295818219962223
024,015,1212,0.08250831874694382
024,016,321,0.29111223820163046
024,017,672,0.24682229410116124
024,018,281,0.34384776947610923
024,019,754,0.23474328600912678
024,020,639,0.4822457728360261
024,021,949,0.6494078765324429
024,022,536,0.45604946299744553
024,023,554,0.7219092410411379
024,024,1405,0.9999999999999998
024,025,529,0.4094034518458756
024,026,725,0.7164872973525445
024,027,418,0.34530680231621286
024,028,546,-0.12344024067807677
024,029,628,0.6087440715023904
024,030,778,0.5339535967024525
024,031,616,0.5355790657400818
025,001,628,0.11743097548964794
025,002,343,0.3782791172529548
025,003,563,0.020511721939566973
025,004,598,0.4167524361471195
025,005,606,0.4506306545562332
025,006,408,0.7582466692154934
025,007,708,0.4083588156729864
025,008,476,0.18322450601942078
025,009,435,0.4203142832025582
025,010,459,0.6108446165469638
025,011,516,0.48693957117744485
025,012,504,0.5612707407286158
025,013,504,0.5801641345391849
025,014,502,0.5856070430085614
025,015,1149,0.6395173249137531
025,016,420,0.49658716450818796
025,017,758,0.6477132663414371
025,018,316,0.4182316486276231
025,019,714,0.665420111526945
025,020,678,0.6304730411846714
025,021,255,0.23476039042211663
025,022,393,0.30689831594224537
025,023,438,0.4916441688427144
025,024,529,0.4094034518458756
025,025,1186,1.0
025,026,561,0.4693571799627018
025,027,476,0.6971172163838184
025,028,442,0.05679644666232039
025,029,596,0.5227312852267876
025,030,666,0.6679348782458326
025,031,538,0.12526858481739186
026,001,453,-0.3978359741666991
026,002,528,0.6735035106692321
026,003,408,-0.5557691366824425
026,004,643,0.5932509431915713
026,005,786,0.5695747653077085
026,006,582,0.030187739859899337
026,007,895,0.5610218053086096
026,008,814,0.6610284984253759
026,009,418,0.4668487149752897
026,010,354,0.7345217537255904
026,011,457,0.7470017637388022
026,012,403,-0.18985025633098693
026,013,401,-0.1891374199074292
026,014,403,-0.18412165314522225
026,015,1334,0.39402247799747814
026,016,619,0.3131894052518528
026,017,752,0.4188068416999233
026,018,417,0.6279240199937858
026,019,670,0.47416795611548784
026,020,778,0.3167867317452601
026,021,748,0.6454859728249865
026,022,461,0.49258438883177164
026,023,323,0.5290815697188368
026,024,725,0.7164872973525445
026,025,561,0.4693571799627018
026,026,1365,1.0
026,027,383,0.14898201814216816
026,028,410,-0.3185676871978737
026,029,907,0.7693472846927251
026,030,630,0.3031401742768665
026,031,696,0.49719485457036144
027,001,636,0.3536645165141066
027,002,349,0.8540314251970096
027,003,848,0.5047032268542432
027,004,590,0.06673740859293185
027,005,548,0.1365333112249499
027,006,540,0.6054989840631401
027,007,498,0.7591327539932525
027,008,177,-0.11079101246514063
027,009,247,0.635000431915519
027,010,360,0.8349749875795881
027,011,421,0.8234638990564919
027,012,748,0.7418583764142144
027,013,748,0.7505805059774647
027,014,748,0.7567252646169597
027,015,1177,0.8324648772405885
027,016,524,0.8018040730776365
027,017,467,0.802267302315304
027,018,399,0.7003085471514956
027,019,979,0.8625979582634952
027,020,733,0.7925694974733017
027,021,461,0.055147250914388116
027,022,390,0.599018140994286
027,023,200,0.6281097886963628
027,024,418,0.34530680231621286
027,025,476,0.6971172163838184
027,026,383,0.14898201814216816
027,027,1219,0.9999999999999998
027,028,181,-0.12054152947873707
027,029,617,0.10731495942744135
027,030,768,0.7446651465459426
027,031,368,0.5438164161918938
028,001,224,-0.8280199366285389
028,002,114,-0.3346566083322752
028,003,152,-0.701439108238335
028,004,435,-0.4814074897397428
028,005,440,-0.26397949282747507
028,006,305,-0.5115706727261823
028,007,448,-0.49525621700490935
028,008,137,-0.49931097453605255
028,009,469,0.2374595849588823
028,010,709,-0.0807398558785248
028,011,475,0.06904231117506063
028,012,405,-0.3639773038218525
028,013,405,-0.37306298277806266
028,014,404,-0.359865792910792
028,015,667,0.03218227139991248
028,016,274,0.06616669358370626
028,017,383,0.18012206478673384
028,018,0,nan
028,019,263,0.05483614791425281
028,020,268,-0.18801427783032776
028,021,410,0.1023535076294156
028,022,190,-0.22161164027159252
028,023,319,0.3083283398477307
028,024,546,-0.12344024067807677
028,025,442,0.05679644666232039
028,026,410,-0.3185676871978737
028,027,181,-0.12054152947873707
028,028,808,0.9999999999999998
028,029,400,-0.27841113458579947
028,030,272,-0.49704094232825796
028,031,418,-0.3715282126667957
029,001,669,-0.4285888727468587
029,002,390,0.5345387400138171
029,003,546,-0.5105529779935952
029,004,869,0.6282658832144523
029,005,783,0.66087072850199
029,006,836,0.2321915154142397
029,007,704,0.5185110084411452
029,008,693,0.5469999601944916
029,009,358,0.5553417957788016
029,010,488,0.7992758869439925
029,011,688,0.7628076703909037
029,012,868,0.27109852126670364
029,013,866,0.27485136824718026
029,014,867,0.2804911396664785
029,015,1384,0.15816930645226054
029,016,884,0.29826087366134524
029,017,857,0.41159453612618346
029,018,522,0.4290979442353384
029,019,807,0.33228153787933634
029,020,727,0.30395258406192893
029,021,914,0.7289448445662234
029,022,471,0.4405158003939418
029,023,230,0.11106760739406929
029,024,628,0.6087440715023903
029,025,596,0.5227312852267877
029,026,907,0.7693472846927251
029,027,617,0.10731495942744136
029,028,400,-0.27841113458579947
029,029,1486,0.9999999999999998
029,030,721,0.2587670025877591
029,031,751,0.5634571464781278
030,001,486,0.791798960257938
030,002,459,0.7024148198678909
030,003,645,0.4100398746493919
030,004,772,0.4902108539856328
030,005,1035,0.44325376440794345
030,006,846,0.7936537039898528
030,007,947,0.7929896561422729
030,008,673,0.6376261291664422
030,009,434,0.3836877721708609
030,010,341,0.5897693766643284
030,011,391,0.4645453519586333
030,012,798,0.7101947041204687
030,013,794,0.7244717992688422
030,014,795,0.7279670510576296
030,015,1386,0.36007944106758355
030,016,657,0.5759098065354219
030,017,818,0.7002269872425351
030,018,435,0.4253882621816379
030,019,786,0.6579381597844097
030,020,1097,0.7700936261205877
030,021,638,0.36862868937551363
030,022,787,0.44481104392580834
030,023,366,0.537272362505515
030,024,778,0.5339535967024525
030,025,666,0.6679348782458326
030,026,630,0.30314017427686646
030,027,768,0.7446651465459427
030,028,272,-0.4970409423282579
030,029,721,0.2587670025877591
